"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"QVCFLT4F","journalArticle","","","A decision support system for supplier quality evaluation based on MCDM-aggregation and machine learning","","","","10.1016/j.eswa.2023.122746","","Evaluating suppliers' quality performance is one of critical tasks of quality management since it is directly related to quality assurance, improvement and development, especially for manufacturing companies. However, the supplier quality evaluation remains challenging due to the involvement of a large amount of qualitative and quantitative data, multi-dimensional attributes, as well as a large number of items and suppliers, etc. In addition, while various multiple criteria decision making methods (MCDMs) exist and can be used for supplier quality evaluation, individual choice and application of the methods often result in inconsistent or conflicting evaluation results. To overcome the challenges, in this study, we develop a decision support system for supplier quality evaluation to deal with the practical complexity and to take advantage of the availability of the big industrial data. The system is presented as a conceptual framework including three modules: the decision matrix and criteria initialization module, the MCDM method selection and implementation module, and the aggregation module. The sequential conduction of each module formulates and solves the multiple supplier and item quality evaluation problem. The implementation of the system can be applied to dynamically monitor and evaluate supplier and item quality performance. Moreover, as the core intelligent part of the decision support system, in the aggregation module, we propose an aggregated MCDM model based on the machine learning concepts. It aims at providing more reliable evaluations across multiple suppliers and items. The aggregation model also contributes to the MCDM literature as an independent method which is not restricted to the purpose of supplier quality evaluation. The methods shed lights on how to construct and solve MCDM problems in the big-data era. Finally, the application of the decision support system is illustrated by a case of a large automotive company. The case shows that our decision support system provide more robust and reliable evaluation results than the traditional individual multiple criteria decision making method.","","2026-01-27 19:09:50","2026-01-27 19:09:50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RIMRX8A8","journalArticle","","","Evaluating the performance of the raw material providers based on the customer-based LARG (CLARG) paradigm: A machine learning-based method","","","","10.22094/QJIE.2024.1128784","","One of the critically important tasks of supply chain managers is to evaluate the performance of the raw material providers, especially in today's modern and dynamic business environment. In this regard, the current study focuses on the evaluation process of the raw material providers based on some crucial metrics named the customer-based LARG paradigm. For this purpose, based on a real-world case study in the agri-food industry, the main criteria and sub-criteria are determined. Afterward, to evaluate the performance of the potential raw material providers, a machine learning-based method by combining the stochastic best-worst method and weighted decision tree is developed. In general, this research contributes to the literature by proposing an efficient machine learning-based model to investigate the raw material provider selection problem for the agri-food industry based on the customer-based LARG paradigm. The results obtained from the implementation of the developed approach show that the general, leagility, resilience, customer-based, and green criteria are the most significant ones, respectively. Also, among the sub-criteria, ""Service level"", ""Robustness"", ""Cost"", ""Quality"", ""Manufacturing flexibility"", ""Delivery speed"", ""Waste management"", and ""Restorative Capacity"" are specified as the best ones. Additionally, based on the obtained results, the effectiveness, reliability, and validity of the proposed machine learning-based approach are confirmed, as the model evaluates the performance of suppliers with an accuracy of approximately 92%. Â© 2024 Qazvin Islamic Azad University. All rights reserved.","","2026-01-27 19:09:50","2026-01-27 19:09:50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHVX3ULE","journalArticle","","","A novel rough value set categorical clustering technique for supplier base management","","","","10.1007/s00607-021-00950-w","","Significant business implications and effective handling of supply side exceptions require a successful Supplier Base Management (SBM). The process of clustering manages the number of suppliers by grouping them on the basis of similar characteristics that reduces the number of variables impacting the operations. Several existing categorical clustering techniques for such grouping contributed well than their predecessors however, the accuracy, uncertainty, entropy and computation are key measures need to be improved. Especially, the existing clustering techniques cluster randomly in case of independent and insignificant type of data. The aim of this research is to introduce a novel rough value set based categorical clustering technique named Maximum Value Attribute (MVA). The proposed MVA techniques overcome the issues of existing techniques by combining the concept of Number of Automated Clusters (NoACs) with rough value set which makes it novel and significant clustering idea. Few relevant and necessary propositions are illustrated to prove the effectiveness of NoACs. The existing and proposed rough sets based and classical categorical clustering techniques are compared in terms of purity, entropy, accuracy, rough accuracy, time and iterations. Experimental results based on a SBM and fifteen (15) benchmark data sets reveal better performance of MVA. The experimental results show significant overall percentage improvement of proposed MVA technique against existing rough based techniques for iterations (99.7%), time (99.4%), number of obtained clusters (84%), purity (32%), entropy (32%), accuracy (20%), and rough accuracy (13%). Â© 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Austria, part of Springer Nature.","","2026-01-27 19:09:49","2026-01-27 19:09:49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9UNWBQBW","journalArticle","","","A hybrid machine learning-based decision-making model for viable supplier selection problem considering circular economy dimensions","","","","10.1007/s10668-025-06014-9","","In today's competitive and global marketplace, the suppliers play a crucial role in enhancing the efficiency and competitiveness of each company. In this regard, since the traditional view of evaluating suppliers that only relied on financial aspects is not acceptable in today's modern business environment, the current research aims to investigate the Supplier Selection Problem (SSP) by considering three crucial concepts named the sustainability, circular economy, and viability. To this end, this work proposes a novel hybrid Machine Learning-Based Model (MLBM) by combining the machine learning and decision-making methods. In this regard, by considering a case study in the automotive industry, the alternatives and dimensions are specified. Then, a novel method called the Lexicographic Goal Programming-based Stochastic Best-Worst Method (LGPSBWM) is proposed to measure the dimensions' importance. Afterwards, to assess the performance of the potential raw material providers, a new machine learning method named the stochastic Weighted Support Vector Machine (SWSVM) is developed. In general, the main contribution of this research is to develop an efficient and novel machine-learning based decision framework to investigate the SSP by considering viability and circular economy dimensions. Moreover, the obtained results can be summarized in three major points as follows: (i) ""Responsiveness"", ""Reliability"", ""Cost"", ""Quality"", ""Waste management"", ""Robustness"", ""Information systems usage"", and ""GHG emissions"" have been determined as the most significant indicators, (ii) suppliers Omani#01 and Iranian #07 are selected as the best ones, (iii) the developed hybrid method has shown efficient and reliable performance. Finally, the managerial and theoretical implications are presented.","","2026-01-27 19:09:49","2026-01-27 19:09:49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27AK4TJ6","journalArticle","","","Microbiological evaluation of drinking water sold by roadside vendors of Delhi  India","","","","10.1007/s13201-015-0315-x","","The aim of the research is to forecast the suitable suppliers for construction project using machine learning techniques. Firstly the librarian studies were conducted and research gap is extracted. Then innovation was determined. Based on the innovation a model for suitable supplier forecasting for construction project using machine learning techniques were provided. The model includes 12 entry variables and 1 output variable that include supplier performance. The model using 2 algorithm of artificial neuron network and support vector machine were conducted and the most influencing factors were determined using decision tree algorithm. The general comparison between artificial neuron network and support vector machine indicate the better performance of artificial neuron network based on decision tree. Based on decision tree results we can say that the supplier company income is considered as most important variable. The order change cost variable play the separator role in lower level. The life variables of companied and guarantees after company income and change cost of order play the main role.","","2026-01-27 19:09:49","2026-01-27 19:09:49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8GXLV7BJ","journalArticle","","","A clustering algorithm for supplier base management","","","","10.1080/00207540902942891","","Supplier base management is an important strategy for managing global, customer driven supply chains. Successful supplier base management can effectively handle supply side exceptions, which may have significant business implications. Currently, there is a trend to reduce the size of the supplier base which makes the coordination and interaction among suppliers more effective, less costly and time consuming. The goal of this research is to present a clustering algorithm, named min-min-roughness (MMR) to cluster suppliers into smaller, more manageable groups with similar characteristics. Due to the fact that supplier data are mainly categorical in nature, MMR, based on rough set theory (RST) is developed for categorical data clustering which is also capable of handling the uncertainty during the clustering process. One potential benefit of applying MMR to supplier base management is that more realistic benchmarking can be obtained and the fulfilment operation can be sped up by reducing the number of variables impacting the operations. In addition, the characteristics of each smaller group of suppliers can be summarised and exploited to handle supply side disruptions.","","2026-01-27 19:09:49","2026-01-27 19:09:49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WFM7JK3X","journalArticle","","","An intelligent supplier evaluation model based on data-driven support vector regression in global supply chain","","","","10.1016/j.cie.2019.04.047","","Supplier evaluation is an important issue in supply chain management. Most existing studies rely on expert experience to evaluate supplier performance. In order to alleviate the pressure on experts in global supply chain, an intelligent supplier evaluation model based on data-driven support vector regression (SVR) is proposed in this paper. Two methods are used in the construction process of the proposed intelligent model for supplier evaluation. The integrated multiple criteria decision making (MCDM) is employed to obtain the label of each supplier instead of the manual label. Then the obtained labels are used to train the SVR. Genetic programming (GP) is adopted to set three critical parameters of SVR without prior knowledge, which are kernel function k(.), the penalty parameter C, and the tolerable deviation epsilon. The performance of the proposed intelligent model is evaluated with the commercially available ARCIC data set. Simulation results show that the accuracy and robustness of proposed intelligent model are superior when compared with existing models.","","2026-01-27 19:09:49","2026-01-27 19:09:49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BM3IXWUP","journalArticle","","","An Improved Method for Predicting and Ranking Suppliers Efficiency Using Data Envelopment Analysis","","","","","","Supplier selection problem (SSP) is a problem to select the best among suppliers based on input and output data of the suppliers. Since different uncontrollable and unpredictable parameters are affecting selection, choosing the best supplier is a complicated process. Data Envelopment Analysis (DEA) is a method for measuring efficiency and inefficiencies of Decision Making Units (DMUs). DEA has been employed by many researchers for supplier selection and widely used in SSP with inputs for supplier evaluation. However, the DEA still has some disadvantages when it is solely used for SSP. Hence, in this paper, a combination of DEA and Neural Network (NN), DEA-NN, is proposed for SSP. We also develop a model for SSP based on Support Vector Regression (SVR) to improve the stability of DEA-NN. The proposed method was evaluated using small and large data sets. The experimental results showed that, the proposed method solve the problems connected to the previous methods. The results also showed that stability of proposed method is significantly better than DEA-NN method. In addition, CCR-SVR model overcome shortcomings such as instability and improves computational time and accuracy for predicting efficiency of new small and large DMUs.","","2026-01-27 19:09:49","2026-01-27 19:09:49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M3UGD7GS","journalArticle","","","A novel stochastic machine learning approach for resilient-leagile supplier selection: a circular supply chain in the era of industry 4.0","","","","10.1007/s00500-025-10578-z","","Due to significant changes in supply chain environments and the importance of environmental and economic issues, various supply chain paradigms have been developed to address different challenges. As supplier evaluation and selection is one of the critical issues in supply chain management, in this paper a data-driven model is developed for this purpose. Considering the significance of different components in the case study of the home appliance industry, the leagile, resilience, circular economy, and Industry 4.0 paradigms are simultaneously considered for the first time in supplier evaluation. The key evaluation indicators in this study are recycled product, financial ability, waste management and delivery speed. The methodology used in this paper involves the use of data-driven stochastic model. In this regard, a stochastic VIKOR method has been developed based on scenarios, which improves evaluation effectiveness by considering different scenarios. Additionally, a neural network algorithm with a learning rate optimized using a genetic algorithm has been used to evaluate supplier performance. The findings demonstrate that the developed algorithm surpasses other algorithms, achieving an accuracy rate of 98 percent, and is effective for predicting supplier performance. Â© The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2025.","","2026-01-27 19:09:48","2026-01-27 19:09:48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2WANI3D","journalArticle","","","An Approach for Sustainable Supplier Segmentation Using Adaptive Network-Based Fuzzy Inference Systems","","","","10.3390/math13193058","","Due to the globalization of supply chains and the resulting increase in the quantity and diversity of suppliers, the segmentation of suppliers has become fundamental to improving relationship management and supplier performance. Moreover, given the need to incorporate sustainability into supply chain management, criteria based on economic, environmental, and social performance have been adopted for evaluating suppliers. However, few studies present sustainable supplier segmentation models in the literature, and none of them make it possible to predict individual supplier performance for each TBL dimension in a non-compensatory manner. Moreover, none of them permits the use of historical performance data to adapt the model to the usage environment. Given this, this study aims to propose a decision-making model for sustainable supplier segmentation using an adaptive network-based fuzzy inference system (ANFIS). Our approach combines three ANFIS computational models in a tridimensional quadratic matrix, based on diverse criteria associated with the triple bottom line (TBL) dimensions. A pilot application of this model in a sugarcane mill was performed. We implemented 108 candidate topologies using the Neuro-Fuzzy Designer of the MATLAB (R) software (R2014a). The cross-validation method was applied to select the best topologies. The accuracy of the selected topologies was confirmed using statistical tests. The proposed model can be adopted for supplier segmentation processes in companies that wish to monitor and/or improve the sustainability performance of their suppliers. This study may also be helpful to researchers in developing computational solutions for segmenting suppliers, mainly regarding ANFIS modeling and providing appropriate topological parameters to obtain accurate results.","","2026-01-27 19:09:48","2026-01-27 19:09:48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8H845ZAA","journalArticle","","","An approach based on ANFIS input selection and modeling for supplier selection problem","","","","10.1016/j.eswa.2011.05.056","","Supplier selection is a key task for firms, enabling them to achieve the objectives of a supply chain. Selecting a supplier is based on multiple conflicting factors, such as quality and cost, which are represented by a multi-criteria description of the problem. In this article, a new approach based on Adaptive Neuro-Fuzzy Inference System (ANFIS) is presented to overcome the supplier selection problem. First, criteria that are determined for the problem are reduced by applying ANFIS input selection method. Then, the ANFIS structure is built using data related to selected criteria and the output of the problem. The proposed method is illustrated by a case study in a textile firm. Finally, results obtained from the ANFIS approach we developed are compared with the results of the multiple regression method, demonstrating that the ANFIS method performed well. (C) 2011 Elsevier Ltd. All rights reserved.","","2026-01-27 19:09:48","2026-01-27 19:09:48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5YWRR7HX","journalArticle","","","Supplier selection: A hybrid model using DEA  decision tree and neuralnetwork","","","","","","As the most important responsibility of purchasing management, theproblem of vendor evaluation and selection has always received a greatdeal of attention from practitioners and researchers. This managementdecision is a challenge due to the complexity and various criteriainvolved. This paper presents a hybrid model using data envelopmentanalysis (DEA), decision trees (DT) and neural networks (NNs) to assesssupplier performance, The model consists of two modules: Module 1applies DEA and classifies suppliers into efficient and inefficientclusters based on the resulting efficiency scores. Module 2 utilizesfirm performance-related data to train DT. NNs model and apply thetrained decision tree model to new suppliers. Our results yield afavorable classification and prediction accuracy rate. (C) 2008 ElsevierLtd. All rights reserved.","","2026-01-27 19:09:48","2026-01-27 19:09:48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59NFLPWU","journalArticle","","","Data mining based on rough set and decision tree optimization","","","","10.4156/jdcta.vol6.issue12.58","","This paper presents a new kind of decision tree classification algorithm based on rough set theory. Firstly, the growth of decision tree and tree pruning algorithms are analyzed and compared. And optimizes the decision tree algorithm from two aspects: attribute reduction and pruning. Secondly, presents a reduction algorithm which is called ER briefly, based on the attribute dependency and a pruning algorithm for decision tree based on rough set theory. Lastly, the proposed algorithm which is used in the supplier evaluation system verifies the validity by comparing with C4.5 algorithm.","","2026-01-27 19:09:48","2026-01-27 19:09:48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M6KCFR2G","journalArticle","","","NONLINEAR GENETIC-BASED MODEL FOR SUPPLIER SELECTION: A COMPARATIVE STUDY","","","","","","Evaluation and selection of candidate suppliers has become a major decision in business activities around the world. In this paper, a new hybrid approach based on integration of Gene Expression Programming (GEP) with Data Envelopment Analysis (DEA) (DEA-GEP) is presented to overcome the supplier selection problem. First, suppliers' efficiencies are obtained through applying DEA. Then, the suppliers' related data are utilized to train GEP to find the best trained DEA-GEP algorithm for predicting efficiency score of Decision Making Units (DMUs). The aforementioned data is also used to train Artificial Neural Network (ANN) to predict efficiency scores of DMUs. The proposed hybrid DEA-GEP is compared to integrated approach of Artificial Neural Network with Data Envelopment Analysis (DEA-ANN) to support the validity of the proposed model. The obtained results clearly show that the model based on GEP not only is more accurate than the DEA-ANN model, but also presents a mathematical function for efficiency score based on input and output data set. Finally, a real-life supplier selection problem is presented to show the applicability of the proposed hybrid DEA-GEP model.","","2026-01-27 19:09:48","2026-01-27 19:09:48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NA4G6PEF","journalArticle","","","APPLICATION OF ADAPTIVE NEURO FUZZY INFERENCE SYSTEM TO SUPPLIER SELECTION PROBLEM","","","","","","Supplier selection is a key factor for firms in achieving its goals in supply chain management. To build effective relationships and gain competitive advantage, firms should select best supplier(s) according to its needs by applying proper methods and appropriate criteria. Supplier selection problem includes tangible and intangible factors such as quality, cost, relationship closeness and delivery in practice. This issue makes the problem as a Multi-Criteria Decison Making (MCDM) problem. In this paper, an approach that based on neural network and fuzzy logic named as Adaptive Neuro Fuzzy Inference System (ANFIS) is presented for supplier selection problem. The proposed model takes the learning advantage of neural networks and integrates this with fuzzy logic that represents human reasoning mechanism effectively. The basics of ANFIS are illustrated and an algorithm based on the method is proposed for supplier selection problems in the paper.","","2026-01-27 19:09:47","2026-01-27 19:09:47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQYWHTXM","journalArticle","","","Selection of sustainable supplier(S) in a paint manufacturing company using hybrid meta-heuristic algorithm","","","","10.7166/31-3-2429","","Supplier selection in a manufacturing system is highly complex owing to the nature and structure of organisations, necessitating a paradigm shift from the rule-of-thumb and classical methods of supplier selection to a reliable technique that uses a hybrid algorithm to provide greater accuracy in the selection process. This study proposes the use of a hybrid computational intelligence technique â an adaptive neuro-fuzzy inference system â for the effective identification and selection of sustainable suppliers. This hybrid modelling configuration was applied in a paint manufacturing company to select the best possible supplier. Information obtained from the company within the period of investigation was fed into the model. The result obtained shows a faster and more reliable prediction by the creative model. Professionals and business managers will benefit greatly from the selection of sustainable suppliers in an in-bound and outbound supply chain system. Â© 2020, South African Institute of Industrial Engineering. All rights reserved.","","2026-01-27 19:09:47","2026-01-27 19:09:47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KRILJ7JR","journalArticle","","","A Predictive Integrated Genetic-Based Model for Supplier Evaluation and Selection","","","","10.1007/s40815-017-0324-z","","Supplier evaluation and selection is a complicated multiple criteria decision-making process which affects supply chain management (SCM) directly. Recent studies emphasize that artificial intelligence approaches obtain better performance than conventional methods in evaluating the suppliers' performance and determining the best suppliers. Hence, this study proposes a new robust genetic-based intelligent approach, namely gene expression programming (GEP), to improve the supplier selection process for a supply chain and to cope with the drawback of the other intelligent approaches in this area. The applicability of this method was exhibited by a case study in the textile manufacturing industry. To show the performance of the mathematical-genetic model, comparisons with four intelligent techniques, namely multi-layer perceptron (MLP) neural network, radial basis function (RBF) neural network, adaptive neuro-fuzzy inference system (ANFIS) and support vector machine (SVM), were performed. The results derived from the intelligent approaches were compared by using a collected dataset from a textile factory. The obtained results demonstrated that first the GEP-based model provides a mathematical model for the suppliers' performance based on the determined criteria, and the developed GEP model is more accurate than the four other intelligent models in terms of accuracy in performance estimation. In addition, to verify the validity of the developed model, different statistical tests were used and the results showed that the GEP model is statistically powerful.","","2026-01-27 19:09:47","2026-01-27 19:09:47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SJU96386","journalArticle","","","An integrated model for green supplier selection under fuzzy environment: application of data envelopment analysis and genetic programming approach","","","","10.1007/s00521-015-1890-3","","Supplier evaluation plays a critical role in a successful supply chain management. Hence, the evaluation and selection of the right suppliers have become a central decision of manufacturing business activities around the world. Consequently, numerous individual and integrated methods have been presented to evaluate and select suppliers. The current literature shows that hybrid artificial intelligence (AI)-based models have received much attention for supplier evaluation. Integrated data envelopment analysis-artificial neural network (DEA-ANN) is one of the combined methods that have recently garnered great attention from academics and practitioners. However, DEA-ANN model has some drawbacks, which make some limitation in the evaluation process. In this study, we aim at improving the previous DEA-AI models by integrating the Kourosh and Arash method as a robust model of DEA with a new AI approach namely genetic programming (GP) to overcome the shortcomings of previous DEA-AI models in supplier selection. Indeed, in this paper, GP provides a robust nonlinear mathematical equation for the suppliers' efficiency using the determined criteria. To validate the model, adaptive neuro-fuzzy inference system as a powerful tool was used to compare the result with GP-based model. In addition, parametric analysis and unseen data set were used to validate the precision of the model.","","2026-01-27 19:09:47","2026-01-27 19:09:47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6N5K3EH9","journalArticle","","","An integrated machine learning and MARCOS method for supplier evaluation and selection","","","","10.1016/j.dajour.2023.100342","","Evaluating and selecting suitable suppliers involves several criteria, making it a complex and difficult problem for decision-makers. Several approaches have been developed to help achieve the best possible results for selecting the most suitable suppliers. Traditionally, multi-criteria decision-making methods, such as the recently introduced MARCOS (Measurement of Alternatives and Ranking according to COmpromise Solution) method, have been used for supplier evaluation and selection. A common issue to be addressed in such methods is determining appropriate weights for the evaluation criteria. We propose an integrated approach that combines machine learning with the MARCOS method for this evaluation process. The approach uses feature importance methods based on interpretable tree-based machine learning to calculate weights for supplier selection criteria. These weights are then used as part of the MARCOS method to rank individual suppliers and select the supplier with the highest rank. The proposed approach is validated through a real-world case study in the oil and gas sector and is compared with state-of-the-art approaches in multi-criteria decision-making and machine learning-based classification. Results show that the proposed model selects suppliers in line with human evaluators and performs similarly to other multi-criteria decision-making approaches. The proposed approach can be useful for designing effective and efficient supplier evaluation systems. Â© 2023 The Author(s)","","2026-01-27 19:09:47","2026-01-27 19:09:47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9UTXI25","journalArticle","","","Supply Capability Evaluation of Intelligent Manufacturing EnterprisesBased on Improved BP Neural Network","","","","","","With the rapid development of economy and information technology,traditional manufacturing industry is facing severe challenges.Enterprises need to rectify the traditional manufacturing industry andrealize the transformation from traditional manufacturing industry tointelligent manufacturing industry. In order to adapt to market demand,enterprises need to constantly integrate resources to improve thecompetitiveness of enterprise supply chain. Based on the background ofsuppliers in intelligent manufacturing enterprises, the evaluationmethod of supplier efficiency was studied by using machine learning. Inthis paper, based on the traditional backpropagation (BP) neuralnetwork, combined with the improved particle swarm optimization (PSO)algorithm, and on the basis of the supplier evaluation index system, thesupplier efficiency evaluation model of intelligent manufacturingenterprises based on DPMPSO-BP neural network is constructed. Throughthe collected sample data, the network is trained and simulated, and theresults are analyzed. Finally, the designed model is applied to a largebattery manufacturing enterprise, and the supplier efficiency evaluationmethod based on DPMPSO-BP neural network is validated and analyzed.Compared with the traditional BP neural network method, the supplierefficiency evaluation method is effective and feasible.","","2026-01-27 19:09:46","2026-01-27 19:09:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KFXTLVTK","journalArticle","","","A hybrid intelligent fuzzy predictive model with simulation for supplier evaluation and selection","","","","10.1016/j.eswa.2016.05.027","","Supplier evaluation and selection constitutes a central issue in supply chain management (SCM). However, the data on which to base the corresponding choices in real life problems are often imprecise or vague, which has led to the introduction of fuzzy approaches. Predictive intelligent-based techniques, such as Artificial Neural Network (ANN) and Adaptive Neuro Fuzzy Inference System (ANFIS), have been recently applied in different research fields to model fuzzy multi-criteria decision processes where the understanding and learning of the relationships between the input and output data are the key to select suitable solutions. In this paper, a hybrid ANFIS-ANN model is proposed to assist managers in their supplier evaluation process. After aggregating the data set through the Analytical Hierarchy Process (AHP), the most influential criteria on the suppliers' performance are determined by ANFIS. Then, Multi-Layer Perceptron (MLP) is used to predict and rank the suppliers' performance based on the most effective criteria. A case study is presented to illustrate the main steps of the model and show its accuracy in prediction. A battery of parametric tests and sensitivity analyses has been implemented to evaluate the overall performance of several models based on different effective criteria combinations. (C) 2016 Elsevier Ltd. All rights reserved.","","2026-01-27 19:09:46","2026-01-27 19:09:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F76GG5NC","journalArticle","","","Integration of artificial neural network and MADA methods for green","","","","","","In recent years, with the raising of awareness in environmental protection and sustainable development in enterprises, the green issue has become more and more critical in supply chain management. This; study intends to develop a green supplier selection model which integrates artificial neural network; (ANN) and two multi-attribute decision analysis (MADA) methods: data envelopment analysis (DEA) and; analytic network process (ANP). It is called ANNeMADA hybrid method. ANNeMADA hybrid method; considers both practicality in traditional supplier selection criteria and environmental regulations. It also; overcomes traditional DEA drawbacks, limitations of data accuracy and decision-making units (DMUs); amounts constraint. The model evaluation results of an international well-known camera manufacturer; indicate that the ANNeMADA hybrid method outperforms two other hybrid methods, ANNeDEA and; ANPeDEA. It was also discovered that ANNeMADA has better power of discrimination and noiseinsensitivity in evaluating green suppliers performances.","","2026-01-27 19:09:46","2026-01-27 19:09:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K8JKG7BP","journalArticle","","","A novel Multiple Attribute Decision Making approach based on intervaldata using U2P-Miner algorithm","","","","","","This paper aims to introduce a technique for order of preference using pattern mining based on Decision Makers (DMs) level of risk aversion. However, the model is essentially defined on the problem of supplier selection, it can be used to deal with almost any similar decision making problem. This novel Multiple Attribute Decision Making (MADM)model takes the advantages of the U2P-Miner algorithm, the interval dataweighting method, and the Linear Assignment Method (LAM). The key ideabehind the method is to consider the attribute with more frequentpatterns as the common attribute and to assign a smaller weight to it.Since, the model handles interval data as input, it can be guaranteedthat the model uses the detailed information and, therefore, theresulting weight factors are more realistic. The DMs risk aversion level is also addressed in the model, which is necessary in real-life situations. Accordingly, the proposed decision making process dependsdirectly on DMs attitude toward risk. It gives DM the opportunity tomake a decision in two ways: 1) based on the specified risk aversionlevel, 2) based on an integrated approach using LAM. The linearity of the LAM, by itself, enhances the scalability of the model. Moreover, the necessity of providing pairwise comparison judgments is completely eliminated in the model and, therefore, the reliability of the decisionmaking is enhanced. The effectiveness of the model is finally demonstrated through a numerical example while the broad comparative and sensitivity analysis further proves its validity and superiority.","","2026-01-27 19:09:46","2026-01-27 19:09:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
